"","domainid","siteid","plotid_parent","tallydate","yearboutbegan","eventid","volumefactor","samplingprotocolversion","lidsazimuth","targettaxapresent","logdistance","logmaxdiameter","minorlogdiameter","logid","loglength","taxonid","scientificname","decayclass","diameterClass","decayClassNum"
"220","D20","PUUM","PUUM_001","2020-07-22T00:00:00.000Z",2020,"CDW.2020.PUUM",8,"NEON.DOC.001711vF",280,"Y",39.5,35.5,34.5,"06628",17.2,"MEPO5","Metrosideros polymorpha Gaudich.","3 - Heartwood sound",">=10cm","3"
"221","D20","PUUM","PUUM_010","2020-07-29T00:00:00.000Z",2020,"CDW.2020.PUUM",8,"NEON.DOC.001711vF",10,"Y",71.7,57.5,NA,"06745",9.3,"2PLANT-H","Unknown Hardwood","3 - Heartwood sound",">=10cm","3"
"222","D20","PUUM","PUUM_005","2020-07-27T00:00:00.000Z",2020,"CDW.2020.PUUM",8,"NEON.DOC.001711vF",110,"Y",51.5,43.5,38,"06700",16.2,"2PLANT-H","Unknown Hardwood","3 - Heartwood sound",">=10cm","3"
"223","D20","PUUM","PUUM_005","2020-07-27T00:00:00.000Z",2020,"CDW.2020.PUUM",8,"NEON.DOC.001711vF",110,"Y",11.9,24,NA,"06640",3.1,"2PLANT-H","Unknown Hardwood","3 - Heartwood sound",">=10cm","3"
"224","D20","PUUM","PUUM_007","2020-08-05T00:00:00.000Z",2020,"CDW.2020.PUUM",8,"NEON.DOC.001711vF",10,"Y",54.7,45.5,NA,"06540",6.4,"2PLANT-H","Unknown Hardwood","3 - Heartwood sound",">=10cm","3"
"225","D20","PUUM","PUUM_005","2020-07-27T00:00:00.000Z",2020,"CDW.2020.PUUM",8,"NEON.DOC.001711vF",110,"Y",19.7,58.5,NA,"06684",14.4,"2PLANT-H","Unknown Hardwood","3 - Heartwood sound",">=10cm","3"
"226","D20","PUUM","PUUM_001","2020-07-22T00:00:00.000Z",2020,"CDW.2020.PUUM",8,"NEON.DOC.001711vF",160,"Y",34.9,35,NA,"06591",5.1,"2PLANT-H","Unknown Hardwood","3 - Heartwood sound",">=10cm","3"
"227","D20","PUUM","PUUM_004","2020-08-11T00:00:00.000Z",2020,"CDW.2020.PUUM",8,"NEON.DOC.001711vF",340,"Y",13.7,21.5,NA,"06713",1.1,"CIBOT","Cibotium sp.","NA",">=10cm","NA"
"228","D20","PUUM","PUUM_014","2020-07-28T00:00:00.000Z",2020,"CDW.2020.PUUM",8,"NEON.DOC.001711vF",270,"Y",0.8,7,NA,"L01",2.9,"2PLANT-H","Unknown Hardwood","3 - Heartwood sound","5-10cm","3"
"229","D20","PUUM","PUUM_020","2020-07-20T00:00:00.000Z",2020,"CDW.2020.PUUM",8,"NEON.DOC.001711vF",90,"Y",51.2,34.3,33.6,"06574",20.8,"2PLANT-H","Unknown Hardwood","3 - Heartwood sound",">=10cm","3"
"230","D20","PUUM","PUUM_004","2020-08-11T00:00:00.000Z",2020,"CDW.2020.PUUM",8,"NEON.DOC.001711vF",340,"Y",24.5,26,NA,"06710",1.9,"CIBOT","Cibotium sp.","NA",">=10cm","NA"
"231","D20","PUUM","PUUM_006","2020-07-20T00:00:00.000Z",2020,"CDW.2020.PUUM",8,"NEON.DOC.001711vF",260,"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"232","D20","PUUM","PUUM_019","2020-08-12T00:00:00.000Z",2020,"CDW.2020.PUUM",8,"NEON.DOC.001711vF",270,"Y",36.9,32,28,"06518",3,"CIBOT","Cibotium sp.","NA",">=10cm","NA"
"233","D20","PUUM","PUUM_010","2020-07-29T00:00:00.000Z",2020,"CDW.2020.PUUM",8,"NEON.DOC.001711vF",250,"Y",41.8,36,26,"06646",6.5,"2PLANT-H","Unknown Hardwood","2 - Sound round",">=10cm","2"
"234","D20","PUUM","PUUM_015","2020-08-03T00:00:00.000Z",2020,"CDW.2020.PUUM",8,"NEON.DOC.001711vF",170,"Y",1,32,26,"06621",5,"2PLANT-H","Unknown Hardwood","3 - Heartwood sound",">=10cm","3"
"235","D20","PUUM","PUUM_006","2020-07-27T00:00:00.000Z",2020,"CDW.2020.PUUM",8,"NEON.DOC.001711vF",140,"Y",15.5,21.5,NA,"06545",7.8,"2PLANT-H","Unknown Hardwood","2 - Sound round",">=10cm","2"
"236","D20","PUUM","PUUM_018","2020-07-20T00:00:00.000Z",2020,"CDW.2020.PUUM",8,"NEON.DOC.001711vF",160,"Y",13.2,18.5,NA,"06598",1.6,"CIBOT","Cibotium sp.","NA",">=10cm","NA"
"237","D20","PUUM","PUUM_019","2020-08-12T00:00:00.000Z",2020,"CDW.2020.PUUM",8,"NEON.DOC.001711vF",270,"Y",48.6,32.5,25,"06519",2.6,"CIBOT","Cibotium sp.","NA",">=10cm","NA"
"238","D20","PUUM","PUUM_010","2020-07-29T00:00:00.000Z",2020,"CDW.2020.PUUM",8,"NEON.DOC.001711vF",10,"Y",30.5,59,39,"06786",11.9,"2PLANT-H","Unknown Hardwood","3 - Heartwood sound",">=10cm","3"
"239","D20","PUUM","PUUM_020","2020-07-20T00:00:00.000Z",2020,"CDW.2020.PUUM",8,"NEON.DOC.001711vF",210,"Y",15.8,56.5,54,"06580",6,"2PLANT-H","Unknown Hardwood","3 - Heartwood sound",">=10cm","3"
"240","D20","PUUM","PUUM_006","2020-07-27T00:00:00.000Z",2020,"CDW.2020.PUUM",8,"NEON.DOC.001711vF",20,"Y",10,15.5,NA,"06556",3.8,"METRO","Metrosideros sp.","2 - Sound round",">=10cm","2"
"241","D20","PUUM","PUUM_015","2020-08-03T00:00:00.000Z",2020,"CDW.2020.PUUM",8,"NEON.DOC.001711vF",290,"Y",13.3,23,NA,"06395",5.5,"2PLANT-H","Unknown Hardwood","3 - Heartwood sound",">=10cm","3"
"242","D20","PUUM","PUUM_014","2020-07-28T00:00:00.000Z",2020,"CDW.2020.PUUM",8,"NEON.DOC.001711vF",30,"Y",15.4,27.4,NA,"06732",2,"CIBOT","Cibotium sp.","NA",">=10cm","NA"
"243","D20","PUUM","PUUM_042","2018-09-25T00:00:00.000Z",2018,"CDW.2018.PUUM",8,"NEON.DOC.001711vD",280,"Y",11.8,44.8,NA,"06875",4.8,"2PLANT-H","Unknown Hardwood","5 - No structural integrity",">=10cm","5"
"244","D20","PUUM","PUUM_042","2018-09-25T00:00:00.000Z",2018,"CDW.2018.PUUM",8,"NEON.DOC.001711vD",280,"Y",13.4,19.7,NA,"06893",10.8,"2PLANT-H","Unknown Hardwood","3 - Heartwood sound",">=10cm","3"
"245","D20","PUUM","PUUM_042","2018-09-25T00:00:00.000Z",2018,"CDW.2018.PUUM",8,"NEON.DOC.001711vD",280,"Y",13.4,34.3,NA,"06892",12.4,"2PLANT-H","Unknown Hardwood","3 - Heartwood sound",">=10cm","3"
"246","D20","PUUM","PUUM_042","2018-09-25T00:00:00.000Z",2018,"CDW.2018.PUUM",8,"NEON.DOC.001711vD",280,"Y",16.2,34.7,NA,"06891",10.8,"2PLANT-H","Unknown Hardwood","3 - Heartwood sound",">=10cm","3"
"247","D20","PUUM","PUUM_042","2018-09-25T00:00:00.000Z",2018,"CDW.2018.PUUM",8,"NEON.DOC.001711vD",280,"Y",20,22.1,NA,"06864",1.3,"CIBOT","Cibotium sp.",NA,">=10cm",NA
"248","D20","PUUM","PUUM_042","2018-09-25T00:00:00.000Z",2018,"CDW.2018.PUUM",8,"NEON.DOC.001711vD",280,"Y",27.4,26,NA,"06865",2.4,"CIBOT","Cibotium sp.",NA,">=10cm",NA
"249","D20","PUUM","PUUM_042","2018-09-25T00:00:00.000Z",2018,"CDW.2018.PUUM",8,"NEON.DOC.001711vD",280,"Y",28.1,25.1,NA,"06866",1.2,"CIBOT","Cibotium sp.",NA,">=10cm",NA
"250","D20","PUUM","PUUM_042","2018-09-25T00:00:00.000Z",2018,"CDW.2018.PUUM",8,"NEON.DOC.001711vD",280,"Y",37.3,41.3,NA,"06867",13,"2PLANT-H","Unknown plant","3 - Heartwood sound",">=10cm","3"
"251","D20","PUUM","PUUM_042","2018-09-25T00:00:00.000Z",2018,"CDW.2018.PUUM",8,"NEON.DOC.001711vD",280,"Y",41.4,39.9,NA,"06879",8.2,"2PLANT-H","Unknown plant","4 - Rotten throughout",">=10cm","4"
"252","D20","PUUM","PUUM_042","2018-09-25T00:00:00.000Z",2018,"CDW.2018.PUUM",8,"NEON.DOC.001711vD",40,"Y",0.1,7.2,NA,"L01",2.6,"2PLANT-H","Unknown Hardwood","3 - Heartwood sound","5-10cm","3"
"253","D20","PUUM","PUUM_042","2018-09-25T00:00:00.000Z",2018,"CDW.2018.PUUM",8,"NEON.DOC.001711vD",40,"Y",0.7,33,NA,"06871",12,"2PLANT-H","Unknown Hardwood","3 - Heartwood sound",">=10cm","3"
"254","D20","PUUM","PUUM_042","2018-09-25T00:00:00.000Z",2018,"CDW.2018.PUUM",8,"NEON.DOC.001711vD",40,"Y",7,24.3,NA,"06869",10.6,"2PLANT-H","Unknown Hardwood","3 - Heartwood sound",">=10cm","3"
"255","D20","PUUM","PUUM_042","2018-09-25T00:00:00.000Z",2018,"CDW.2018.PUUM",8,"NEON.DOC.001711vD",40,"Y",8.9,27.3,NA,"06868",8.7,"2PLANT-H","Unknown Hardwood","3 - Heartwood sound",">=10cm","3"
"256","D20","PUUM","PUUM_042","2018-09-25T00:00:00.000Z",2018,"CDW.2018.PUUM",8,"NEON.DOC.001711vD",40,"Y",16.6,34,NA,"06863",7.1,"2PLANT-H","Unknown Hardwood","3 - Heartwood sound",">=10cm","3"
"257","D20","PUUM","PUUM_042","2018-09-25T00:00:00.000Z",2018,"CDW.2018.PUUM",8,"NEON.DOC.001711vD",40,"Y",17.2,22,NA,"06862",6.6,"2PLANT-H","Unknown Hardwood","4 - Rotten throughout",">=10cm","4"
"258","D20","PUUM","PUUM_042","2018-09-25T00:00:00.000Z",2018,"CDW.2018.PUUM",8,"NEON.DOC.001711vD",40,"Y",24.5,22.5,NA,"06861",3.3,"CIBOT","Cibotium sp.",NA,">=10cm",NA
"259","D20","PUUM","PUUM_042","2018-09-25T00:00:00.000Z",2018,"CDW.2018.PUUM",8,"NEON.DOC.001711vD",40,"Y",49.6,71.2,NA,"06860",10.1,"MEPO5","Metrosideros polymorpha Gaudich.","3 - Heartwood sound",">=10cm","3"
"260","D20","PUUM","PUUM_042","2018-09-25T00:00:00.000Z",2018,"CDW.2018.PUUM",8,"NEON.DOC.001711vD",40,"Y",80.3,57,49,"06859",13,"2PLANT-H","Unknown Hardwood","3 - Heartwood sound",">=10cm","3"
"261","D20","PUUM","PUUM_042","2018-09-25T00:00:00.000Z",2018,"CDW.2018.PUUM",8,"NEON.DOC.001711vD",160,"Y",0.5,13.2,NA,"06848",2.5,"2PLANT-H","Unknown Hardwood","3 - Heartwood sound",">=10cm","3"
"262","D20","PUUM","PUUM_042","2018-09-25T00:00:00.000Z",2018,"CDW.2018.PUUM",8,"NEON.DOC.001711vD",160,"Y",1.2,11.4,NA,"06847",1.2,"CIBOT","Cibotium sp.",NA,">=10cm",NA
"263","D20","PUUM","PUUM_042","2018-09-25T00:00:00.000Z",2018,"CDW.2018.PUUM",8,"NEON.DOC.001711vD",160,"Y",4.2,9.8,NA,"L01",1.7,"2PLANT-H","Unknown Hardwood","4 - Rotten throughout","5-10cm","4"
"264","D20","PUUM","PUUM_042","2018-09-25T00:00:00.000Z",2018,"CDW.2018.PUUM",8,"NEON.DOC.001711vD",160,"Y",14,49.4,NA,"06846",5.3,"2PLANT-H","Unknown Hardwood","3 - Heartwood sound",">=10cm","3"
"265","D20","PUUM","PUUM_042","2018-09-25T00:00:00.000Z",2018,"CDW.2018.PUUM",8,"NEON.DOC.001711vD",160,"Y",16.4,23.3,NA,"06845",4.5,"2PLANT-H","Unknown Hardwood","3 - Heartwood sound",">=10cm","3"
"266","D20","PUUM","PUUM_042","2018-09-25T00:00:00.000Z",2018,"CDW.2018.PUUM",8,"NEON.DOC.001711vD",160,"Y",19.9,23.9,NA,"06844",1.3,"CIBOT","Cibotium sp.",NA,">=10cm",NA
"267","D20","PUUM","PUUM_042","2018-09-25T00:00:00.000Z",2018,"CDW.2018.PUUM",8,"NEON.DOC.001711vD",160,"Y",22.2,33.8,NA,"06843",12.3,"2PLANT-H","Unknown Hardwood","3 - Heartwood sound",">=10cm","3"
"268","D20","PUUM","PUUM_042","2018-09-25T00:00:00.000Z",2018,"CDW.2018.PUUM",8,"NEON.DOC.001711vD",160,"Y",25.8,37.7,NA,"06842",15.8,"MEPO5","Metrosideros polymorpha Gaudich.","2 - Sound round",">=10cm","2"
"269","D20","PUUM","PUUM_042","2018-09-25T00:00:00.000Z",2018,"CDW.2018.PUUM",8,"NEON.DOC.001711vD",160,"Y",72,76,NA,"06841",16.7,"ACKO","Acacia koa A. Gray","3 - Heartwood sound",">=10cm","3"
"270","D20","PUUM","PUUM_031","2018-09-06T00:00:00.000Z",2018,"CDW.2018.PUUM",8,"NEON.DOC.001711vD",40,"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"271","D20","PUUM","PUUM_031","2018-09-06T00:00:00.000Z",2018,"CDW.2018.PUUM",8,"NEON.DOC.001711vD",160,"Y",8.1,30.43,NA,"06950",1.7,"MEPO5","Metrosideros polymorpha Gaudich.","3 - Heartwood sound",">=10cm","3"
"272","D20","PUUM","PUUM_031","2018-09-06T00:00:00.000Z",2018,"CDW.2018.PUUM",8,"NEON.DOC.001711vD",160,"Y",14.3,19,NA,"06949",1,"CIBOT","Cibotium sp.","4 - Rotten throughout",">=10cm","4"
"273","D20","PUUM","PUUM_031","2018-09-06T00:00:00.000Z",2018,"CDW.2018.PUUM",8,"NEON.DOC.001711vD",160,"Y",58.4,58.9,NA,"06948",2.55,"2PLANT-H","Unknown plant","5 - No structural integrity",">=10cm","5"
"274","D20","PUUM","PUUM_031","2018-09-06T00:00:00.000Z",2018,"CDW.2018.PUUM",8,"NEON.DOC.001711vD",160,"Y",18,36.3,NA,"06947",11.6,"2PLANT-H","Unknown plant","3 - Heartwood sound",">=10cm","3"
"275","D20","PUUM","PUUM_031","2018-09-06T00:00:00.000Z",2018,"CDW.2018.PUUM",8,"NEON.DOC.001711vD",160,"Y",66.95,57.9,NA,"06946",2.9,"2PLANT-H","Unknown plant","3 - Heartwood sound",">=10cm","3"
"276","D20","PUUM","PUUM_031","2018-09-06T00:00:00.000Z",2018,"CDW.2018.PUUM",8,"NEON.DOC.001711vD",160,"Y",78.7,50.8,NA,"06945",3.3,"MEPO5","Metrosideros polymorpha Gaudich.","3 - Heartwood sound",">=10cm","3"
"277","D20","PUUM","PUUM_031","2018-09-06T00:00:00.000Z",2018,"CDW.2018.PUUM",8,"NEON.DOC.001711vD",160,"Y",81.3,54.5,NA,"06944",10.4,"2PLANT-H","Unknown plant","3 - Heartwood sound",">=10cm","3"
"278","D20","PUUM","PUUM_031","2018-09-06T00:00:00.000Z",2018,"CDW.2018.PUUM",8,"NEON.DOC.001711vD",280,"Y",3.4,58,NA,"06951",11.8,"2PLANT-H","Unknown Hardwood","4 - Rotten throughout",">=10cm","4"
"279","D20","PUUM","PUUM_031","2018-09-06T00:00:00.000Z",2018,"CDW.2018.PUUM",8,"NEON.DOC.001711vD",280,"Y",28.8,41.8,NA,"06952",2.8,"2PLANT-H","Unknown Hardwood","4 - Rotten throughout",">=10cm","4"
"280","D20","PUUM","PUUM_031","2018-09-06T00:00:00.000Z",2018,"CDW.2018.PUUM",8,"NEON.DOC.001711vD",280,"Y",54.3,36.2,NA,"06954",3.7,"2PLANT-H","Unknown Hardwood","3 - Heartwood sound",">=10cm","3"
"281","D20","PUUM","PUUM_031","2018-09-06T00:00:00.000Z",2018,"CDW.2018.PUUM",8,"NEON.DOC.001711vD",280,"Y",71.6,54.5,NA,"06976",15.5,"2PLANT-H","Unknown Hardwood","3 - Heartwood sound",">=10cm","3"
"282","D20","PUUM","PUUM_031","2018-09-06T00:00:00.000Z",2018,"CDW.2018.PUUM",8,"NEON.DOC.001711vD",280,"Y",82.8,41.7,NA,"06975",26.9,"ACKO","Acacia koa A. Gray","2 - Sound round",">=10cm","2"
"283","D20","PUUM","PUUM_040","2018-09-05T00:00:00.000Z",2018,"CDW.2018.PUUM",8,"NEON.DOC.001711vD",210,"Y",0.35,2.8,NA,"L01",1.5,"2PLANT-H","Unknown Hardwood","2 - Sound round","2-5cm","2"
"284","D20","PUUM","PUUM_040","2018-09-05T00:00:00.000Z",2018,"CDW.2018.PUUM",8,"NEON.DOC.001711vD",210,"Y",1,6.9,NA,"L02",4.1,"2PLANT-H","Unknown Hardwood","3 - Heartwood sound","5-10cm","3"
"285","D20","PUUM","PUUM_040","2018-09-05T00:00:00.000Z",2018,"CDW.2018.PUUM",8,"NEON.DOC.001711vD",210,"Y",4.6,28,NA,"06977",7.6,"2PLANT-H","Unknown Hardwood","4 - Rotten throughout",">=10cm","4"
"286","D20","PUUM","PUUM_040","2018-09-05T00:00:00.000Z",2018,"CDW.2018.PUUM",8,"NEON.DOC.001711vD",210,"Y",8,24,19,"06981",2.7,"2PLANT-H","Unknown Hardwood","4 - Rotten throughout",">=10cm","4"
"287","D20","PUUM","PUUM_040","2018-09-05T00:00:00.000Z",2018,"CDW.2018.PUUM",8,"NEON.DOC.001711vD",210,"Y",9.4,51,NA,"06978",14.8,"2PLANT-H","Unknown Hardwood","3 - Heartwood sound",">=10cm","3"
"288","D20","PUUM","PUUM_040","2018-09-05T00:00:00.000Z",2018,"CDW.2018.PUUM",8,"NEON.DOC.001711vD",210,"Y",11,45,NA,"06980",4.1,"2PLANT-H","Unknown Hardwood","4 - Rotten throughout",">=10cm","4"
"289","D20","PUUM","PUUM_040","2018-09-05T00:00:00.000Z",2018,"CDW.2018.PUUM",8,"NEON.DOC.001711vD",210,"Y",13.4,48,NA,"06979",13.4,"2PLANT-H","Unknown Hardwood","3 - Heartwood sound",">=10cm","3"
"290","D20","PUUM","PUUM_040","2018-09-05T00:00:00.000Z",2018,"CDW.2018.PUUM",8,"NEON.DOC.001711vD",210,"Y",27.2,27,NA,"06960",7.3,"2PLANT-H","Unknown Hardwood","3 - Heartwood sound",">=10cm","3"
"291","D20","PUUM","PUUM_040","2018-09-05T00:00:00.000Z",2018,"CDW.2018.PUUM",8,"NEON.DOC.001711vD",210,"Y",30,29.5,23.5,"06961",1.9,"2PLANT-H","Unknown Hardwood","4 - Rotten throughout",">=10cm","4"
"292","D20","PUUM","PUUM_040","2018-09-05T00:00:00.000Z",2018,"CDW.2018.PUUM",8,"NEON.DOC.001711vD",210,"Y",30.8,43,33,"06982",7.7,"2PLANT-H","Unknown Hardwood","3 - Heartwood sound",">=10cm","3"
"293","D20","PUUM","PUUM_040","2018-09-05T00:00:00.000Z",2018,"CDW.2018.PUUM",8,"NEON.DOC.001711vD",210,"Y",33.8,53,43,"06962",15.1,"2PLANT-H","Unknown Hardwood","2 - Sound round",">=10cm","2"
"294","D20","PUUM","PUUM_040","2018-09-05T00:00:00.000Z",2018,"CDW.2018.PUUM",8,"NEON.DOC.001711vD",210,"Y",35.2,29,NA,"06953",2.7,"2PLANT-H","Unknown Hardwood","3 - Heartwood sound",">=10cm","3"
"295","D20","PUUM","PUUM_040","2018-09-05T00:00:00.000Z",2018,"CDW.2018.PUUM",8,"NEON.DOC.001711vD",210,"Y",40.1,34.9,NA,"06963",15,"2PLANT-H","Unknown Hardwood","3 - Heartwood sound",">=10cm","3"
"296","D20","PUUM","PUUM_040","2018-09-05T00:00:00.000Z",2018,"CDW.2018.PUUM",8,"NEON.DOC.001711vD",210,"Y",60.7,40,33,"06964",7.4,"2PLANT-H","Unknown Hardwood","5 - No structural integrity",">=10cm","5"
"297","D20","PUUM","PUUM_040","2018-09-05T00:00:00.000Z",2018,"CDW.2018.PUUM",8,"NEON.DOC.001711vD",210,"Y",61.8,80,NA,"06965",11,"2PLANT-H","Unknown Hardwood","3 - Heartwood sound",">=10cm","3"
"298","D20","PUUM","PUUM_040","2018-09-05T00:00:00.000Z",2018,"CDW.2018.PUUM",8,"NEON.DOC.001711vD",210,"Y",73.2,43,NA,"06966",6.5,"2PLANT-H","Unknown Hardwood","4 - Rotten throughout",">=10cm","4"
"299","D20","PUUM","PUUM_040","2018-09-05T00:00:00.000Z",2018,"CDW.2018.PUUM",8,"NEON.DOC.001711vD",90,"Y",2.7,28.4,9.5,"07000",2.2,"2PLANT-H","Unknown Hardwood","4 - Rotten throughout",">=10cm","4"
"300","D20","PUUM","PUUM_040","2018-09-05T00:00:00.000Z",2018,"CDW.2018.PUUM",8,"NEON.DOC.001711vD",90,"Y",10.5,14,NA,"06999",3.9,"2PLANT-H","Unknown Hardwood","2 - Sound round",">=10cm","2"
"301","D20","PUUM","PUUM_040","2018-09-05T00:00:00.000Z",2018,"CDW.2018.PUUM",8,"NEON.DOC.001711vD",90,"Y",23.1,30,NA,"06998",2,"2PLANT-H","Unknown Hardwood","4 - Rotten throughout",">=10cm","4"
"302","D20","PUUM","PUUM_040","2018-09-05T00:00:00.000Z",2018,"CDW.2018.PUUM",8,"NEON.DOC.001711vD",90,"Y",38.5,33.3,NA,"06997",2.5,"CIGL","Cibotium glaucum (Sm.) Hook. & Arn.","2 - Sound round",">=10cm","2"
"303","D20","PUUM","PUUM_040","2018-09-05T00:00:00.000Z",2018,"CDW.2018.PUUM",8,"NEON.DOC.001711vD",90,"Y",50,67.8,NA,"06995",22.2,"ACKO","Acacia koa A. Gray","2 - Sound round",">=10cm","2"
"304","D20","PUUM","PUUM_040","2018-09-05T00:00:00.000Z",2018,"CDW.2018.PUUM",8,"NEON.DOC.001711vD",330,"Y",0.16,2.3,NA,"L01",2.6,"2PLANT-H","Unknown Hardwood","2 - Sound round","2-5cm","2"
"305","D20","PUUM","PUUM_040","2018-09-05T00:00:00.000Z",2018,"CDW.2018.PUUM",8,"NEON.DOC.001711vD",330,"Y",9.6,33.8,NA,"06989",2.4,"2PLANT-H","Unknown Hardwood","3 - Heartwood sound",">=10cm","3"
"306","D20","PUUM","PUUM_040","2018-09-05T00:00:00.000Z",2018,"CDW.2018.PUUM",8,"NEON.DOC.001711vD",330,"Y",14.7,27.4,NA,"06988",1.7,"2PLANT-H","Unknown Hardwood","3 - Heartwood sound",">=10cm","3"
"307","D20","PUUM","PUUM_040","2018-09-05T00:00:00.000Z",2018,"CDW.2018.PUUM",8,"NEON.DOC.001711vD",330,"Y",23.5,56.6,NA,"06986",7.2,"2PLANT-H","Unknown Hardwood","3 - Heartwood sound",">=10cm","3"
"308","D20","PUUM","PUUM_040","2018-09-05T00:00:00.000Z",2018,"CDW.2018.PUUM",8,"NEON.DOC.001711vD",330,"Y",29.3,28.4,NA,"06985",2.1,"2PLANT-H","Unknown Hardwood","3 - Heartwood sound",">=10cm","3"
"309","D20","PUUM","PUUM_040","2018-09-05T00:00:00.000Z",2018,"CDW.2018.PUUM",8,"NEON.DOC.001711vD",330,"Y",32.2,27.6,NA,"06983",1.4,"CIGL","Cibotium glaucum (Sm.) Hook. & Arn.","3 - Heartwood sound",">=10cm","3"
"310","D20","PUUM","PUUM_040","2018-09-05T00:00:00.000Z",2018,"CDW.2018.PUUM",8,"NEON.DOC.001711vD",330,"Y",12.1,27.6,12.5,"06983",1.8,"2PLANT-H","Unknown Hardwood","4 - Rotten throughout",">=10cm","4"
"311","D20","PUUM","PUUM_038","2018-09-27T00:00:00.000Z",2018,"CDW.2018.PUUM",8,"NEON.DOC.001711vD",160,"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"312","D20","PUUM","PUUM_038","2018-09-27T00:00:00.000Z",2018,"CDW.2018.PUUM",8,"NEON.DOC.001711vD",280,"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"313","D20","PUUM","PUUM_038","2018-09-27T00:00:00.000Z",2018,"CDW.2018.PUUM",8,"NEON.DOC.001711vD",40,"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"314","D20","PUUM","PUUM_043","2018-10-01T00:00:00.000Z",2018,"CDW.2018.PUUM",8,"NEON.DOC.001711vD",100,"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"315","D20","PUUM","PUUM_043","2018-10-01T00:00:00.000Z",2018,"CDW.2018.PUUM",8,"NEON.DOC.001711vD",220,"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"316","D20","PUUM","PUUM_043","2018-10-01T00:00:00.000Z",2018,"CDW.2018.PUUM",8,"NEON.DOC.001711vD",340,"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"317","D20","PUUM","PUUM_050","2018-10-02T00:00:00.000Z",2018,"CDW.2018.PUUM",8,"NEON.DOC.001711vD",230,"Y",78.8,68.6,NA,"06913",26.4,"MEPO5","Metrosideros polymorpha Gaudich.","2 - Sound round",">=10cm","2"
"318","D20","PUUM","PUUM_050","2018-10-02T00:00:00.000Z",2018,"CDW.2018.PUUM",8,"NEON.DOC.001711vD",230,"Y",66,67.3,NA,"06912",16.7,"MEPO5","Metrosideros polymorpha Gaudich.","3 - Heartwood sound",">=10cm","3"
"319","D20","PUUM","PUUM_050","2018-10-02T00:00:00.000Z",2018,"CDW.2018.PUUM",8,"NEON.DOC.001711vD",110,"Y",3.6,9.2,NA,"L01",3,"MEPO5","Metrosideros polymorpha Gaudich.",NA,"5-10cm",NA
"320","D20","PUUM","PUUM_050","2018-10-02T00:00:00.000Z",2018,"CDW.2018.PUUM",8,"NEON.DOC.001711vD",350,"Y",5.1,18,NA,"06833",2.66,"2PLANT-H","Unknown Hardwood","3 - Heartwood sound",">=10cm","3"
"321","D20","PUUM","PUUM_050","2018-10-02T00:00:00.000Z",2018,"CDW.2018.PUUM",8,"NEON.DOC.001711vD",350,"Y",12.5,19.4,NA,"06807",1.8,"CIBOT","Cibotium sp.",NA,">=10cm",NA
"322","D20","PUUM","PUUM_050","2018-10-02T00:00:00.000Z",2018,"CDW.2018.PUUM",8,"NEON.DOC.001711vD",350,"Y",13.1,20.1,NA,"06808",5.1,"2PLANT-H","Unknown Hardwood","3 - Heartwood sound",">=10cm","3"
"323","D20","PUUM","PUUM_050","2018-10-02T00:00:00.000Z",2018,"CDW.2018.PUUM",8,"NEON.DOC.001711vD",350,"Y",14.1,22.8,NA,"06809",10.8,"2PLANT-H","Unknown Hardwood","3 - Heartwood sound",">=10cm","3"
"324","D20","PUUM","PUUM_050","2018-10-02T00:00:00.000Z",2018,"CDW.2018.PUUM",8,"NEON.DOC.001711vD",350,"Y",17.8,23.4,NA,"06810",7.2,"2PLANT-H","Unknown Hardwood","3 - Heartwood sound",">=10cm","3"
"325","D20","PUUM","PUUM_050","2018-10-02T00:00:00.000Z",2018,"CDW.2018.PUUM",8,"NEON.DOC.001711vD",350,"Y",20.9,27.8,NA,"06811",7.3,"2PLANT-H","Unknown Hardwood","3 - Heartwood sound",">=10cm","3"
"326","D20","PUUM","PUUM_050","2018-10-02T00:00:00.000Z",2018,"CDW.2018.PUUM",8,"NEON.DOC.001711vD",350,"Y",43.8,29.8,NA,"06812",13.5,"2PLANT-H","Unknown Hardwood","3 - Heartwood sound",">=10cm","3"
"327","D20","PUUM","PUUM_050","2018-10-02T00:00:00.000Z",2018,"CDW.2018.PUUM",8,"NEON.DOC.001711vD",350,"Y",47.2,39.5,NA,"06813",3.4,"2PLANT-H","Unknown Hardwood","3 - Heartwood sound",">=10cm","3"
"328","D20","PUUM","PUUM_050","2018-10-02T00:00:00.000Z",2018,"CDW.2018.PUUM",8,"NEON.DOC.001711vD",350,"Y",56.4,42.7,NA,"06814",19.4,"MEPO5","Metrosideros polymorpha Gaudich.","2 - Sound round",">=10cm","2"
